鳥種,數量,距離,結群,備註,組別,樣點編號,"棲地類型
 (其他說明)",X座標,Y座標,調查者,"調查旅次
編號",天氣代號,"開始時間
（時）","開始時間
（分）",年,月,日
金背鳩,2,A,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
夜鷺,4,D,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
白尾八哥,2,D,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
斯氏繡眼,2,A,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
夜鷺,1,A,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
夜鷺,3,A,N,,4,L3,,121.53678,25.016861,張證恩、葉尚翰、張芫瑄,,E,18,7,2024,4,24
黑領椋鳥,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,C,18,7,2024,5,1
夜鷺,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,C,18,7,2024,5,1
小白鷺,2,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,C,18,7,2024,5,1
夜鷺,11,D,Y,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,F,18,17,2024,5,1
夜鷺,2,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,F,18,17,2024,5,1
夜鷺,5,D,Y,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,F,18,17,2024,5,1
小白鷺,2,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,F,18,17,2024,5,1
夜鷺,5,D,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,5,D,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
黑領椋鳥,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,F,18,27,2024,5,1
小白鷺,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,F,18,39,2024,5,1
小白鷺,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,F,18,39,2024,5,1
夜鷺,4,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,F,18,59,2024,5,1
白尾八哥,2,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,F,18,59,2024,5,1
斯氏繡眼,2,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,F,18,59,2024,5,1
夜鷺,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,F,18,59,2024,5,1
夜鷺,3,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,F,18,59,2024,5,1
斯氏繡眼,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
斯氏繡眼,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
斯氏繡眼,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
斯氏繡眼,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
小白鷺,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
小白鷺,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
樹鵲,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
白頭翁,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,16,4,2024,5,9
家八哥,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,16,13,2024,5,9
小白鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,16,13,2024,5,9
麻雀,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,16,13,2024,5,9
金背鳩,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,16,13,2024,5,9
夜鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,16,13,2024,5,9
鵲鴝,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
珠頸斑鳩,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
麻雀,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
小白鷺,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
麻雀,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
麻雀,4,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
金背鳩,2,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
夜鷺,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
白頭翁,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
麻雀,2,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
黑領椋鳥,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
麻雀,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
黃頭鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,16,23,2024,5,9
野鴿,2,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,16,36,2024,5,9
夜鷺,2,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,16,36,2024,5,9
麻雀,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,16,36,2024,5,9
家燕,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,16,36,2024,5,9
家燕,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,16,36,2024,5,9
洋燕,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,16,46,2024,5,9
家燕,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,16,46,2024,5,9
白頭翁,2,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,16,46,2024,5,9
麻雀,3,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,16,46,2024,5,9
白頭翁,2,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,16,46,2024,5,9
麻雀,1,A,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
白尾八哥,1,D,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
麻雀,2,A,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
夜鷺,1,D,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
綠繡眼,2,A,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
夜鷺,4,D,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
夜鷺,2,D,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
夜鷺,3,D,N,,4,L3,,121.53677,25.016861,張證恩、葉尚翰、張芫瑄,,B,16,56,2024,5,9
麻雀,4,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
斯氏繡眼,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
麻雀,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
夜鷺,4,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
白頭翁,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
斯氏繡眼,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,B,17,41,2024,5,15
珠頸斑鳩,2,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
珠頸斑鳩,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,4,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,4,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,6,D,Y,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
家燕,3,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
小白鷺,2,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
小白鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
家燕,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,2,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
夜鷺,3,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
小白鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
珠頸斑鳩,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,B,17,51,2024,5,15
家燕,10,A,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,5,D,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,6,D,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
白尾八哥,6,A,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,5,D,Y,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
斯氏繡眼,2,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,3,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
白尾八哥,2,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
夜鷺,4,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,B,18,1,2024,5,15
麻雀,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
白頭翁,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
夜鷺,2,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
麻雀,2,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
珠頸斑鳩,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
夜鷺,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
麻雀,3,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
夜鷺,3,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
家燕,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
家燕,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
夜鷺,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
五色鳥,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,B,18,14,2024,5,15
家燕,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
麻雀,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
家燕,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
夜鷺,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
白尾八哥,2,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
夜鷺,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
麻雀,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
夜鷺,4,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
麻雀,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
台灣藍鵲,1,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
小白鷺,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,B,18,23,2024,5,15
夜鷺,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
家燕,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,5,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
家燕,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
麻雀,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
白尾八哥,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
小白鷺,4,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
白尾八哥,3,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
小白鷺,1,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
小白鷺,2,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,3,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
夜鷺,3,D,N,,4,L3,,121.53674,25.016861,張證恩、葉尚翰、張芫瑄,,B,18,35,2024,5,15
麻雀,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
紅嘴黑鵯,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
白頭翁,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
麻雀,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
小白鷺,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
樹鵲,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
五色鳥,2,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
小白鷺,1,D,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
鵲鴝,1,A,N,,4,K1,,121.53665,25.014958,張證恩、葉尚翰、張芫瑄,,E,15,43,2024,5,22
樹鵲,2,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
家燕,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
麻雀,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
白頭翁,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
珠頸斑鳩,2,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
五色鳥,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
白頭翁,1,A,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
小白鷺,1,D,N,,4,K2,,121.53462,25.014675,張證恩、葉尚翰、張芫瑄,,E,15,54,2024,5,22
麻雀,2,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
紅嘴黑鵯,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
白頭翁,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
麻雀,1,D,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
白頭翁,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
斯氏繡眼,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
斯氏繡眼,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
麻雀,2,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
五色鳥,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
紅嘴黑鵯,1,A,N,,4,K3,,121.534991,25.015831,張證恩、葉尚翰、張芫瑄,,E,16,5,2024,5,22
麻雀,14,A,Y,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
斯氏繡眼,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
珠頸斑鳩,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
麻雀,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
斯氏繡眼,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
野鴿,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
白尾八哥,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
家燕,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
麻雀,2,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
大卷尾,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
鵲鴝,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
野鴿,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
白頭翁,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
家燕,1,D,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
五色鳥,1,A,N,,4,L1,,121.53398,25.016521,張證恩、葉尚翰、張芫瑄,,E,16,15,2024,5,22
麻雀,2,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
家燕,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
麻雀,3,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
斯氏繡眼,1,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
夜鷺,2,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
珠頸斑鳩,2,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
斯氏繡眼,2,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
麻雀,3,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
珠頸斑鳩,1,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
白頭翁,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
白頭翁,1,A,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
小白鷺,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
珠頸斑鳩,1,D,N,,4,L2,,121.53369,25.016076,張證恩、葉尚翰、張芫瑄,,E,16,24,2024,5,22
五色鳥,2,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
斯氏繡眼,1,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
珠頸斑鳩,1,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
麻雀,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
珠頸斑鳩,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
夜鷺,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
家燕,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
白頭翁,1,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
白尾八哥,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
白頭翁,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
麻雀,3,A,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
小白鷺,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
白頭翁,2,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
夜鷺,1,D,N,,4,L3,,121.53675,25.016861,張證恩、葉尚翰、張芫瑄,,E,17,36,2024,5,22
